Device: cuda
torch.cuda.get_device_name: AMD Radeon RX 7900 XTX
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Loading weights:   0%|          | 0/290 [00:00<?, ?it/s]Loading weights: 100%|██████████| 290/290 [00:00<00:00, 3877.76it/s]
pid:7224 tid:0x7cbdde26e080 [GetSegmentId] Failed to get segment id for type 1
pid:7224 tid:0x7cbdde26e080 [GetSegmentId] Failed to get segment id for type 1
{'epoch': 0, 'global_step': 10, 'optimizer_step': 2, 'did_optimizer_step': False, 'loss': 6.953343915939331, 'lr': 0.0001967741935483871, 'step_time_sec': 0.2540581226348877, 'optimizer_time_sec': 0.0, 'mem_alloc_gb': 2.278820037841797, 'mem_reserved_gb': 20.2578125, 'mem_peak_gb': 13.91774034500122, 'elapsed_sec': 4.006259202957153}
{'epoch': 0, 'global_step': 20, 'optimizer_step': 5, 'did_optimizer_step': True, 'loss': 7.6426379680633545, 'lr': 0.0001870967741935484, 'step_time_sec': 0.11941647529602051, 'optimizer_time_sec': 0.0009922981262207031, 'mem_alloc_gb': 1.5924596786499023, 'mem_reserved_gb': 20.2578125, 'mem_peak_gb': 13.91774034500122, 'elapsed_sec': 6.450074911117554}
{'epoch': 0, 'global_step': 30, 'optimizer_step': 7, 'did_optimizer_step': False, 'loss': 6.57002010345459, 'lr': 0.00018064516129032257, 'step_time_sec': 0.25429773330688477, 'optimizer_time_sec': 0.0, 'mem_alloc_gb': 2.278820037841797, 'mem_reserved_gb': 20.2578125, 'mem_peak_gb': 13.91774034500122, 'elapsed_sec': 8.993793964385986}
{'epoch': 0, 'global_step': 40, 'optimizer_step': 10, 'did_optimizer_step': True, 'loss': 5.882529091835022, 'lr': 0.0001709677419354839, 'step_time_sec': 0.2401738166809082, 'optimizer_time_sec': 0.0010528564453125, 'mem_alloc_gb': 2.1743311882019043, 'mem_reserved_gb': 20.263671875, 'mem_peak_gb': 13.91774034500122, 'elapsed_sec': 11.375660181045532}
{'epoch': 0, 'global_step': 50, 'optimizer_step': 12, 'did_optimizer_step': False, 'loss': 6.0788503885269165, 'lr': 0.00016451612903225807, 'step_time_sec': 0.25504612922668457, 'optimizer_time_sec': 0.0, 'mem_alloc_gb': 2.278820037841797, 'mem_reserved_gb': 20.263671875, 'mem_peak_gb': 13.91774034500122, 'elapsed_sec': 13.93523621559143}
{'epoch': 0, 'global_step': 60, 'optimizer_step': 15, 'did_optimizer_step': True, 'loss': 5.710027265548706, 'lr': 0.00015483870967741937, 'step_time_sec': 0.2577199935913086, 'optimizer_time_sec': 0.0010068416595458984, 'mem_alloc_gb': 2.276805877685547, 'mem_reserved_gb': 20.265625, 'mem_peak_gb': 13.91774034500122, 'elapsed_sec': 16.40361714363098}
{'epoch': 0, 'global_step': 70, 'optimizer_step': 17, 'did_optimizer_step': False, 'loss': 4.624397587776184, 'lr': 0.00014838709677419355, 'step_time_sec': 0.25615477561950684, 'optimizer_time_sec': 0.0, 'mem_alloc_gb': 2.278820037841797, 'mem_reserved_gb': 20.265625, 'mem_peak_gb': 13.918627262115479, 'elapsed_sec': 18.674494981765747}
{'epoch': 0, 'global_step': 80, 'optimizer_step': 20, 'did_optimizer_step': True, 'loss': 3.476312351226807, 'lr': 0.00013870967741935487, 'step_time_sec': 0.2591674327850342, 'optimizer_time_sec': 0.0010628700256347656, 'mem_alloc_gb': 2.276805877685547, 'mem_reserved_gb': 20.271484375, 'mem_peak_gb': 13.918627262115479, 'elapsed_sec': 21.1741886138916}
{'epoch': 0, 'global_step': 90, 'optimizer_step': 22, 'did_optimizer_step': False, 'loss': 2.9690378189086912, 'lr': 0.00013225806451612905, 'step_time_sec': 0.25467634201049805, 'optimizer_time_sec': 0.0, 'mem_alloc_gb': 2.278820037841797, 'mem_reserved_gb': 20.271484375, 'mem_peak_gb': 13.918627262115479, 'elapsed_sec': 23.55594253540039}
